Name,Guild,Race,Total Level,Items
Futaba,,Human Female,0,
Huxianshi,Fayenia,Human Female,42244,
Raiidoku,Peace,Human Male,46010,
CATCHAINZ,Peace,Elf Female,22183,
Tengenl,Yumera,Human Female,21579,
Yukimiyabi,Mitigate,Human Female,70848,
nekocat,Coexist,Human Female,41003,
Kaerune,Boopsquad,Elf Male,46015,
Phantasms,Roseblood,Human Male,63837,
Valentinorth,Available,Human Male,46026,
Hexiom,lnsane,Human Male,23648,
Stickystrick,,Human Male,49,
Achio,,Human Female,0,
Jynx,Fayenia,Human Female,58577,
Demiqas,Baltane,Giant Female,68046,
Frenrisuwu,,Elf Male,21268,
Thessah,Mitigate,Human Female,79927,19407
Sapphiranyx,Oekaki,Giant Female,69783,
Yanm,,Human Male,65381,
Ysidrazil,,Elf Female,52520,
Tipharet,Sacred,Elf Female,51243,
Brave,Profound,Human Male,83297,
Saix7,,Human Male,0,
Alrisha+Alexina,Divination,Human Male,47390,
Masterquest,,Human Male,81304,
Reclaiimer,Fwiff,Human Male,59838,
Asunoyozora,Fletaanid,Human Female,79790,
Itsuneko,,Human Female,20476,
dfghaertge,,Elf Female,1,
Shinon,Linaria,Elf Female,85350,
Renabel,Whaleforce,Giant Female,56483,
Arutema1,Tentacult,Human Male,54029,
Taints,Delirium,Human Female,31469,
Armor,,Giant Male,49227,
Ainjuhl,Cakes,Elf Male,21972,
Rayenvampire,VALAR,Human Female,47903,
Wonkywobble,Motion,Human Male,45262,
Emanuelle+Tarlach,Lonarpg,Human Female,41376,
Hime017,Capulet,Human Female,27732,
kharim+Alexina,,Human Male,25479,
PParadiisee,Vsekai,Human Male,59831,
Foreste,Visions,Giant Female,44113,
miyazaku,Blush,Human Male,64478,
Keninagain,,Human Female,24920,
Okamigil,Lonarpg,Human Female,104511,
Licit,,Human Male,60046,
Gyeoulie,,Human Female,0,
Aufarte,,Elf Female,40123,
Hiriokira,,Human Male,22981,
Ohana,Endowed,Human Female,79707,
Lusbella+Mari,Suicidedolls,Human Female,22855,
HPD+Ruairi,Rivulet,Giant Male,60411,
Matsuke+Tarlach,Boundaries,Elf Female,58130,19407
eerieberry,,Human Female,59669,
Inuyou,Peace,Human Female,46451,
Izukudoriya,,Elf Female,62881,
fgewa345,,Elf Female,1,
Aleinne,Aberteifi,Giant Female,8877,
Snowshiro,Peace,Human Male,52645,
Minuvae,Apollyon,Elf Female,49079,
Kittychan,Meowlettians,Human Female,62600,
Xym,,Human Male,0,
Miyoriia,Freesia,Elf Female,42629,
Elishev,,Human Male,55796,
Bac16,,Human Male,20476,
Seine,Debt,Elf Male,19805,
Goldenrose,Optimates,Human Female,43627,
HAMHAM,Cannoli,Giant Male,54660,
nakiboshi,Solarium,Human Male,58936,
Shishiroun,,Giant Female,36086,
Rockbee,Hasha,Human Female,20957,
Pomfyy,,Elf Male,0,
Syviperwolf,thorny,Human Female,60067,
Aoisoratsubasa,Selkies,Human Female,83600,
Leraiee,,Elf Male,70202,
Tholas,Mazoku,Human Male,67644,
Bayona,Ponder,Human Female,67182,
OKShoba,,Human Male,0,
Dais,Hershey,Giant Male,46050,
Lumimeris,Mazoku,Human Female,61061,1080048
Mcdig,,Human Male,0,
Verylabu,Trapped,Elf Male,46291,
Ruikeos,,Human Male,25439,
Zaelia,Harajuku,Human Female,40819,
Kitsunami,,Elf Male,47683,
Champ99,Master,Human Female,59078,
Aluray,Doujin,Elf Female,47435,
Sunson,Hershey,Giant Male,204801,3100003;1400012;41233;19406
Chixia,Visions,Elf Female,55845,
Zeebiz,,Human Male,2945,
Xuinn,,Human Male,1573,
Themento,Epicspoon,Human Male,28507,
Anterrio,Zenko,Human Female,35036,
Detached,HUZZAH,Giant Male,101013,
Serjah,theholyorder,Human Female,65524,
Giantloser,Felons,Giant Male,107,
Tonera,Blossom,Elf Female,46805,
Samicr,,Elf Female,60710,
PANDASAMURAI,Severe,Human Female,67848,19407
bloodvampire+Mari,,Human Female,28562,
Heartbeat,Spookybunnys,Human Female,27285,
Sneiijder,Motion,Giant Male,71384,
Gurad,Unsure,Giant Male,15137,
Vestiazeta,,Giant Female,37767,
Diusvows,,Human Male,20394,
Vyjr,,Human Female,22341,
Dakipillow,Lost,Giant Male,50288,
Maka,,Human Female,29579,
Vanestella,Phase,Human Female,41888,
Suppressive,Lost,Human Male,64000,
deadmang0,Alliances,Giant Male,27412,
tubwater,watercup,Giant Male,39528,
Nafranya,,Elf Female,5106,
thekristell,,Human Female,671,
sdfghwa454,,Elf Female,1,
Pieman57,Oekaki,Human Male,57878,
misstanker,Solarium,Human Female,97487,
Nakatashi,Euphiredes,Human Male,44470,
Omnimar,,Human Male,30433,
Hinosora,,Human Female,0,
spicyytofu,,Human Female,20681,
Justic,Kanata,Human Female,42913,
Cozybun,Mazoku,Human Female,56770,
Azuriani,,Giant Female,18660,
Paronte,Sunbreak,Elf Male,50138,
Rauslek,,Human Female,23754,
nyunn,Railgun,Human Female,66388,
hickler,,Human Male,22463,
Evil,Yako,Elf Male,21264,
Kallzz,Notch,Elf Male,26314,
Mantax64,Severe,Human Male,48356,
TECHOFACHIBI,,Elf Female,0,
Sohmi,Sleep,Human Male,117695,
Gogimandu,Eggie,Giant Male,60300,
Dronit,Artificers,Human Male,45354,
Suljko,Hershey,Giant Male,67309,
Xyriun,,Human Male,30278,
J5007,Eloquent,Human Male,54013,
Nastascia,,Human Female,8657,
Duncanbolt,Aulung,Elf Male,56593,
Inveton,,Human Male,45,
Derpflex,Slayer,Elf Male,20369,
Delsu,Fatalis,Human Female,71528,
Bellemorte,Glitch,Human Female,38417,
bzu,,Elf Female,0,
crazymule+Ruairi,,Human Male,55559,
Ensete,GRUMPY,Human Male,62042,19406
Naovia,thorny,Human Female,77754,
Choyens,Motion,Giant Male,60366,
Sharon+Tarlach,,Human Female,0,
Bux,,Elf Male,15474,
Kayla,Wander,Elf Female,85659,
IRaversito,,Human Male,40579,
Zydra,Alliances,Human Male,30846,
Lilreina+Alexina,Celestis,Elf Female,40360,
Weikun,Yaki,Human Male,7802,
akooki,,Elf Male,34558,
Loginos,Sterling,Giant Male,59900,
Garula,,Human Female,0,
kenoji,Kampfers,Human Female,40648,
Kazmer,Zenko,Human Female,73351,
Arthurking,Prosper,Human Male,55569,
Hecatonkires,Wander,Human Male,65579,
Taline,lnsane,Elf Female,51578,
Shiverred,Onlynyans,Human Male,48990,
Jojo011,,Human Female,4185,
Asher,Drama,Human Male,21482,
Azciel,Hjonkin,Elf Male,64571,
Jackeyhate,,Human Female,5076,
Aeirwynn,Havens,Giant Female,66497,
Hanim,thorny,Elf Female,74155,
Blackheart,Eden,Giant Male,52542,
Yasutoko,Andromeda,Elf Male,48988,
Hanrick,,Giant Male,21485,
Ronzuka,,Giant Male,9259,
haman2015,Prudentia,Human Female,91144,
Elitefreepb,,Human Female,2034,
Aiunia,,Elf Female,0,
Irynn,Sundew,Human Female,83034,
Tommr,Juice,Human Female,63478,
Diejobu,Noctis,Elf Male,47121,
Jenjenayjen,Hershey,Human Female,73753,
Hyldr,,Giant Female,0,
Arowell,Eggie,Elf Female,66304,
Artarwel,,Giant Female,10218,
Wartimekun,,Human Male,10722,
Shotic,Peace,Elf Male,33873,
Shuurei,,Human Female,57360,
Udon+Alexina,,Elf Female,1189,
Saicro,Peace,Human Male,23313,
shinkihaku,Transcend,Giant Female,119172,19407;3100003
phantasma33,,Elf Female,0,
Lululoveluna,,Human Female,0,
Asmodeus,Doppelganger,Human Male,117,
Maizel,Miesedaap,Elf Male,45339,
Jaley,Felons,Elf Male,19689,
Ulairia,Brat,Human Female,48079,
Cartethyiea,Sunbreak,Elf Female,61234,
Kayalove,,Elf Female,3872,
Groot,Sheepies,Elf Male,76251,19406
Dovea,Cupcakeclan,Human Female,28336,
Tovahkiin,Access,Human Male,54697,
RJIU,GRUMPY,Human Male,49495,
Kripz,Uranus,Elf Male,57984,
Ghostygod,SHADOWGARDEN,Human Male,55172,
Winsse,Astarum,Human Female,104170,
Miaeri,,Elf Female,21378,
Nareik,,Elf Male,2881,
Kurai,Chai,Elf Female,64788,
Kemiah,Vanquisher,Elf Male,46855,
Migek,Drowsy,Human Female,80192,
Asorann,Lacuna,Elf Male,42927,
Arachniddies,,Human Male,2323,
Etoilos,Hybridtheory,Human Male,42174,19406
Bercanda,,Human Female,893,
chocobolove+Mari,,Giant Female,21142,
Balmong,Motion,Human Male,37555,
Pureyes,Circus,Human Female,45088,
Assi,Panhub,Human Female,104310,
Gem,Chai,Elf Female,77998,1420006;1040054;19407
Cutiestephy,Wander,Human Female,56693,
Raimeiru,Hildred,Elf Female,61736,
Azyiren,Frens,Human Female,70332,19407
Dracula,Grumbills,Human Male,58648,
tchnko,cheekibreeki,Elf Female,15413,
Zion25+Alexina,Arms,Human Male,35071,
Disulfiram,Dragonden,Elf Female,26218,
Viapixie,,Elf Female,0,
Pallas,Vanquisher,Human Female,117810,
Littlejack,,Elf Male,3079,
Modernia,Lost,Elf Female,55726,19407;1040054;1420006
Plutone,Nakamas,Human Male,32,
Rwenn,Moosh,Human Female,39600,
timene2,,Giant Male,264,
Strifeguy,Oaks,Human Male,50742,
Brqndon,,Human Male,41314,
Ashwne,Frens,Human Female,24058,
Ereleia,Blossom,Human Female,26110,
Sheym,Drycera,Elf Male,45757,
Zekiel1,Kitsuneflame,Giant Male,81200,
Hygata,thorny,Human Female,29484,
rafangel,,Elf Female,3380,
Aybad,Motion,Human Male,76471,
Rainbowjuice+Alexina,Eighthsin,Human Female,45525,
Weissclover,Eloquent,Elf Female,128888,3100003;1050017;19407;1430005;3100003
Exolve,,Human Male,0,
Eirriuwu,,Elf Female,0,
ilovecontent,Sandwich,Human Male,55243,
owlpng,,Human Male,22662,
xovia,Profound,Human Female,226,
Fatedly,Mazoku,Human Male,53291,
Maurie,,Elf Female,25371,
Arsage,Fallensaints,Elf Male,46363,
CICILIA,Lost,Human Female,128263,
Vernon,Juice,Human Male,63170,
Sapphira19,Lunisolar,Elf Female,60368,
uoi100,,Human Female,0,
Pointsettia+Alexina,,Human Male,28259,
Watson,Motion,Human Male,78527,
Zang,Visions,Elf Male,74102,
Hyoh,Radiant,Human Male,100885,
xanafan,Frens,Elf Female,55591,
Factuals,Pierce,Human Male,64791,19406;1230039
Stiriusa,Selkies,Human Female,58940,
Zoinks1,Phase,Human Male,21199,
Zelestiaa,Vsekai,Human Female,46080,
Foreseeing,Lunisolar,Elf Female,55863,
October,Endowed,Elf Female,45152,
Daiszz,Vanquisher,Elf Female,66966,
Nenamin,Phase,Elf Female,47568,
kiijogo,Ruby,Giant Female,48458,
Elysle,,Elf Female,20661,
dsfgh456,,Elf Female,3,
Skyos,Fenith,Human Male,63967,
Zzz,Chai,Human Female,55407,
Pibbles,Cloudy,Human Female,90074,
Meep,Arkadia,Human Female,47772,
amdeath,Schism,Human Male,45525,
Chippawok,Crusade,Human Female,20881,
Fructose,Livheimr,Human Male,72431,
Gumball300,,Human Male,3637,
Rxyden,Arkadia,Human Male,10917,
Dawdles,Gayboys,Elf Male,74535,
Vanishdawn,,Human Male,390,
Thegiantbob,,Giant Male,0,
Rionya,,Human Female,25084,
Vlvianera,Terrasen,Elf Male,32470,
Shestooge,,Human Female,20476,
Enputi,JAZZYBOIS,Elf Male,50668,
Alphaventuri,,Giant Male,0,
Kirisa,Lost,Human Female,82115,
Lunarkitsune,,Human Male,0,
butterfly123+Alexina,Perandus,Human Female,55085,
Yucrin,SAILORSENSHI,Human Female,79359,
saltchemist,Zephyr,Human Male,32254,
Aeonarc,Radiance,Human Male,33964,
Psypo,,Human Male,34944,
Sundropz,,Elf Female,54875,
Mewzia,Truth,Human Female,50455,
Tethii,Mazoku,Elf Male,72358,
Daxis,,Human Male,0,
gavvag,,Human Male,56261,
Adunaic,Hollowlings,Human Male,24380,
Ayyliph,Oracion,Elf Female,25587,
Ismma,Vanguards,Human Male,86233,
Djonesdavid,Fayenia,Human Male,37439,
Fluffpi,Diamonds,Human Female,84710,
Sundywundy,Starway,Human Male,62161,
Cesalie,,Elf Female,7189,
Antiforte,Deadly,Human Female,59219,
Firestar,BUFF,Human Male,55467,
Eliandros,Loot,Human Male,50172,
Shadypaladin,Tempered,Human Male,52991,
Inovers,Vsekai,Elf Male,58827,
woowoa,Eggie,Giant Female,55082,
Storeginald,,Elf Male,45,
Synthiea,Vanquisher,Elf Female,43831,
Mr3000,Mabigen,Human Female,57147,
Ogre,Arkadia,Giant Female,61388,
Demage,Lost,Human Male,131073,
Lucy101,Adventsouls,Human Female,68062,
Mikhall,Motion,Human Female,30447,
Starellora,Arkadia,Elf Female,43010,
Reinforce,Oath,Human Female,76345,
Holyloo,Lunisolar,Human Male,62311,
Rukarisan,Antiguild,Giant Female,10492,
Dizzen,,Human Male,2488,
Vassiliki,,Elf Female,0,
Euleiagiant,Heart,Giant Female,43434,
Eleiyra,Noxus,Human Female,53055,
Ali311,Motion,Human Female,25404,
Starlisa,Dimension,Human Female,29120,
Sazuke,,Human Female,65688,
Dandoryl,Sprouts,Elf Male,98961,19406
Reseia,Sundew,Elf Female,44745,
Meow,,Human Female,0,
Julianachan,,Human Female,25385,
Adiaphora,Fillia,Elf Male,8622,
Tsuu,,Human Male,0,
Kasru+Ruairi,Sword,Elf Female,58609,
Yorozuya+Alexina,Oracion,Human Male,80272,
Oldgami,,Human Male,2383,
Chunlisa,Gemini,Human Female,26220,
Aruzeal,Doomreapers,Elf Female,48310,
addison5,Isekai,Elf Female,23697,
Kojinkn,,Human Male,48307,
Sepherence,Witchery,Elf Female,49917,
Artiesh,Miata,Human Female,58784,
Daighre,Adventsouls,Human Male,58886,
Dreadqueen,Mazoku,Elf Female,46289,
Sonatine,,Elf Male,52460,
Solavine,Looters,Giant Female,48034,
Lunahina,Cloudy,Elf Female,89268,1420006;3100003;3100003;1040054
Pellonia,Fillia,Human Female,23966,
Kiwisteene,,Elf Female,52805,
Kagamionegai,,Elf Female,37711,
Mustapa,,Human Male,115,
Silvaira,Kitsuneflame,Human Female,67187,
Levose,Fomorian,Human Female,40377,
Floccesy,Meowbinogi,Human Male,38924,
Altruistical,,Human Female,0,
Eldipe,,Elf Male,22458,
Yuuya,Unsure,Elf Male,72336,
Starkandy,Visions,Elf Female,51781,
Parousia,Sundew,Human Female,79802,
Soukaku,,Human Female,113800,
Akemiee,,Elf Female,0,
Kuphee,,Human Female,20476,
Eggrolls,Phase,Human Male,34771,
Leifon,Fenith,Elf Male,121355,
Ausar,,Human Male,5379,
Weeb,,Human Female,0,
Lelouch,Lightning,Human Male,136849,
Miroji,Insomniac,Human Male,85837,
Geri,Lost,Elf Female,64046,
Mortimer,Karen,Elf Male,43056,
Fluff,Blossom,Elf Female,14084,
Carbuncle,Juice,Human Female,60762,
Arlone,Ahamkarians,Human Male,61532,
Princeps,Severe,Human Male,56593,
Helpful,Drowsy,Elf Male,82095,19406
Skulla9,,Elf Male,29374,
Chromehearts,Lost,Human Female,61061,19407;1230039
Freedolphin,Motion,Human Male,51892,
Michi+Mari,Visions,Human Male,104623,
Giveon,Nakamas,Human Female,140371,
tyrannwind24,Nomad,Human Male,106549,
Demonicpike6,Vallanor,Elf Female,24894,
Tenkohople,Zoltraak,Elf Female,51221,
Hyliaa,,Elf Female,20476,
Piercing,Shenanigans,Human Male,98036,
Velvitachz,Alliances,Human Female,30846,
Drakenoire,Combatmaid,Human Female,75882,
Loxarel,Visions,Elf Male,36417,
houwai,Cluster,Elf Female,27857,
Mashhiven,Isilme,Giant Male,36506,
Rust,Stinky,Giant Female,24317,
Kalinnaes,Radiant,Human Female,51717,
Minacoll,Schism,Human Male,24356,
Ketsali,Asesinos,Giant Female,41737,
Aux,,Elf Female,0,
Mihalis,Felons,Human Male,81387,
Yudevv,Frens,Elf Male,21998,
Wardium,,Giant Male,0,
Milordog1,Visions,Human Male,102151,
Namiyuwu,Juice,Elf Female,47000,
Baildawg,,Human Male,23600,
Runth,Ohayou,Giant Male,51055,
darkairbear,Takingover,Human Male,65880,
Arennos,,Elf Male,1447,
Akumaeo,,Giant Female,380,
Arogya,Mercury,Human Male,81443,
Ladydivine+Mari,Infamy,Human Female,43923,
Shiva856,Oekaki,Human Female,60998,
lilboss,Access,Human Male,68730,
Verdantfox,Moosh,Human Female,73571,
Fynniking28,,Elf Male,0,
Infernalice,,Human Female,1,
Mokacoka,,Human Female,13148,
Keshy,Inquisidores,Human Female,65761,
Xanafiedlion,,Giant Male,53332,
Jordan,Peace,Human Female,52147,
Sternenn,Eloquent,Human Male,63698,
Dake,Eunoia,Human Male,52604,19406;1060011
Chocolena,Lost,Giant Female,64628,
Tyromee,,Human Female,20694,
Husvagn,Lunaveil,Human Male,22798,
Medley,Moriya,Elf Female,101366,
Vevay+Mari,blackroses,Human Female,31363,
Ange123,Peace,Human Female,98121,
Tailtale,Ponder,Giant Female,75276,
Omgitstheguy,Drowsy,Human Male,38642,
Lux,Swirl,Elf Female,51722,
AbigaleBlue,Spiceandwolf,Giant Female,104866,
Kookeii,,Elf Female,0,
Pixysylveon,,Elf Female,24514,
Blackmoon170,Meowlettians,Elf Female,44636,
Dornroschen,,Human Female,0,
Mayl,Wintervale,Human Female,58004,
IISpeedy,Zoltraak,Elf Female,44472,
Galilyayo,Tempered,Giant Male,43091,
Prezziee,Lost,Human Male,49313,
Clorax,,Elf Female,20650,
Kyoceres,Crimsonnoble,Human Female,39649,
Inkay+Ruairi,,Human Male,39851,
Fallenarrow,Slayer,Elf Male,23472,
Crunchster,Goodmorning,Human Male,49532,
Ritsukume,Arrowstar,Elf Female,117458,
xkuzma,Channel6,Human Male,118098,
Eldbo+Tarlach,BADLuck,Human Male,49394,
Skyflakes+Tarlach,Celestic,Human Female,50929,
Belha,Nightingale,Human Female,27966,
Bovinus,Fursona,Giant Male,42398,
Miniere,Peace,Giant Female,47929,
Notreaper,Vsekai2,Human Female,21270,
cocopie1004,Wise,Human Female,14382,
Ewenna,,Human Female,68147,
Champchilla,Swirl,Elf Female,53025,
Alexander,,Giant Female,79122,
Mikavijavica,Prismane,Elf Female,35082,
Quartzene,,Elf Female,20476,
Vampaneze+Mari,,Giant Male,0,
Fenreus,,Elf Female,67254,
DSDarkrai,Spectranovea,Human Male,127652,
Kawapie,Minecraft,Elf Female,57900,
laazyghost,,Human Female,23061,
Chriscarries,Cloudytomato,Giant Male,59906,
Tatriala,Kitsuneflame,Human Female,79761,
Jinnhei,,Human Male,47916,
Indikatana,Horsemen,Human Female,24755,
Ferrnn,Astarum,Human Male,52387,
Expira,Wise,Elf Male,20426,
Bonsai+Tarlach,Severe,Human Female,52645,
Shizumichan+Alexina,Breakfast,Human Female,37901,
Axxa,Mythos,Human Female,44777,
Charoff,Whaleforce,Elf Female,50958,
Wish,Goodmorning,Human Female,114720,
strey13,Motion,Human Male,40036,
Godshandz,Goodmorning,Elf Male,66382,
pironeko,,Elf Female,0,
Caevan,,Human Female,23907,
Shamic,,Elf Female,21924,
Kameh,ICRKI,Human Female,63213,
Eilesis,Optimates,Human Female,62583,
Beatriced,,Human Female,0,
Thony98,ROSALIX,Giant Male,44611,
Knightzero,Noctis,Human Male,50494,
Loren,Boopsquad,Human Male,51375,
Cetaphila,Gotei,Elf Female,21486,
VVolfharth,faefirecirc,Human Male,23090,
Lomour,Meangirls,Elf Female,24907,
Meychuun,Diasomnia,Elf Female,66966,
konha,Arms,Human Male,23,
noobman890,,Human Male,3023,
destelar,Dinner,Giant Female,40570,
ghrtgtgrth,,Human Female,0,
Valyandra,Freesia,Elf Female,35884,
Hitmarksg,,Giant Male,20139,
Aoiros,Eradicate,Elf Male,31696,
Tenora,Hershey,Giant Female,63687,19407
sinstur,moonlite,Elf Male,43990,
Eustratios,,Human Male,20476,
Ducktaped+Ruairi,,Human Female,527,
Kurakat,Andromeda,Elf Female,71465,
Jemzuu,Eloquent,Human Female,47695,
Harunaru,Wander,Human Female,91118,
Mooncapri1,Prudentia,Human Male,61934,
Gaminggirl,Blossom,Human Female,23727,
Ashcrow,Peace,Human Male,59704,
futureexgf,,Human Female,33511,
Rabbit,Goodmorning,Human Male,75326,
Smashandpass,Pierce,Giant Female,51322,
Sirla,Labubu,Elf Female,20476,
Blayzoreon,,Human Male,23779,
Lessary,,Human Female,4150,
Bansfer,Diamonds,Human Female,68497,
Velba,Witches,Elf Female,26914,
Booshil,,Giant Male,20641,
Achillesflr,Colossus,Elf Male,49883,
Polnareff+Ruairi,,Human Male,21049,
kennys420,Legacylight,Human Male,426,
Vairio,Severe,Elf Male,38960,
Bentobunnii,Dread,Human Female,80818,
Chamaephyte,Akuryo,Elf Male,48664,
Vendead,,Elf Male,88257,
There,Swirl,Elf Male,59527,
Skorpos,,Human Male,47886,
Essiella,Transcend,Human Female,26088,
Asha,Majesty,Elf Female,55410,
ODDESTstuff,Hiraeth,Human Male,50513,
Anira,Mugen,Elf Female,49573,
Seibae,Goodmorning,Human Female,76404,19407;41233
MMXskyian,Auremcaldur,Human Male,36080,
jurhekoo,Korean,Giant Female,22567,
Mikeskyler,Haya,Human Male,36584,
kayman5000,Adventsouls,Human Male,23083,
Fauxen,Snowbirds,Human Female,96834,
Bella195,Delirium,Elf Female,54620,
Zinniak,Ambroise,Human Male,7184,
Angchi,,Giant Male,0,
liadogg,,Human Female,1836,
Llye,Havens,Human Male,42264,
Jesselava,thorny,Human Male,42317,
playboijeri,Player,Giant Male,54630,
Thereca,Sundew,Elf Female,68900,
Kirarin,,Human Female,41486,
Helpless,Drowsy,Elf Female,59517,
Amoroza,Haunt,Human Female,41096,
Whishart,Blossom,Human Female,74757,
Biddlesworth,Alliances,Giant Female,33032,
Heahmon,Shenanigans,Giant Male,47959,
Serinako,Wither,Human Female,48349,
infoymph,Wander,Human Female,29332,
Suke1,Holyguardian,Human Male,24271,
Quakx,Delirium,Human Male,49060,
hancor,Boopsquad,Human Female,41796,
Kaname,Goodmorning,Human Male,43019,
Maeralya,Densetsu,Elf Female,103844,
Fruitsparty,Harajuku,Human Female,51789,
Michelyne+Ruairi,,Human Female,28991,
damprexx,,Human Male,28960,
Dawnerys,Mingle,Elf Female,41528,
Pawpi,Motion,Human Female,42311,
Yekaterina,Corgi,Elf Female,75176,
Kenkiz,Loot,Human Male,78112,
Softmirage13,,Elf Female,42718,
Byakuyax,Aloha,Human Male,41101,
planetkeeper,Vanille,Human Female,32018,
Haneru,Eggie,Human Female,55428,
Trouillefou,Troupe,Human Male,43514,
Yarimui,,Human Female,0,
Devina,,Elf Female,82062,
Kiahime,Wander,Human Female,51955,
Void,Lost,Human Male,70979,
Liebesleid,NAVER,Human Male,57166,
Jarvomon,,Giant Male,0,
trophywaifu,,Elf Female,10407,
Theburnerguy,,Human Male,24402,
Unvellor,Infamy,Giant Male,46650,
Angelights,Slayer,Human Female,73828,
Halibel,,Human Female,50582,
Kurisumurei,Arrowstar,Human Male,52558,
Kattostrophe,Neurobuddies,Human Female,40798,
Knower,Artificers,Elf Male,55018,
Meltye,Peace,Human Female,82435,
Chijuuka,Sword,Human Female,82507,
farunir,Available,Human Male,51028,
Preggario,Dementia,Giant Male,38367,
Jaguar,Mabigen,Human Female,55622,
CIank+Alexina,,Human Male,3043,
Effete,,Elf Female,22825,
Terradusk,,Human Female,8,
Artree,,Elf Male,24488,
twigsnapper,Lost,Giant Male,71611,
Maymorie,Wander,Human Female,68748,
Mirani10,Eradicate,Elf Male,61618,
Distortion13,Lost,Elf Female,137880,19407
bardock912,Aitailians,Human Female,68749,
Yualach,Village,Giant Female,40812,
March7,Sword,Human Female,47459,
Mewwyarn,,Human Female,103,
Muscosa,,Human Male,34492,
Shoutachi,AOGIRI,Human Female,22161,
Blitzabee,Frosty,Human Male,25182,
ribbitcow,Mahoushoujo,Elf Female,23222,
Makarov,Inquisitors,Human Male,43382,
Mythrien,Zenko,Elf Male,48954,
Miyushee,Cicholstimbs,Elf Female,21191,
Ashes,,Elf Male,79617,19406
Semko,,Human Male,0,
Lumis,Oogie,Giant Male,5515,
Tacomachi,Lost,Elf Male,56967,1420006
Blaanidris,Phantoms,Human Female,53659,
Treason,Oekaki,Human Male,76599,19406
Allecazzam,,Human Male,0,
Auratastic,Netslum,Elf Female,101139,
Myaneki,Gizzie,Elf Male,37841,
eriies,,Elf Male,8208,
Trogdarr,Catscradle,Human Male,52078,
Baysi,Delirium,Elf Female,66218,
Komarurya,,Human Male,0,
Kyuumeigu,,Human Female,0,
Athnuaim,Eradicate,Human Female,73676,
Lunairias,,Human Female,0,
Pluse00,Crunchy,Human Male,1150400,
Chestnutblue,,Human Male,0,
Livix,Godslayer,Human Female,47610,
Stupidliar,,Human Male,44208,
Kyruto,Boundaries,Human Female,75718,
Gobboqueen,,Elf Female,5614,
Bligthing,Suicidedolls,Human Male,22873,
Yukikosmo,Peace,Elf Female,62539,
Xafnir,Tuamadorcha,Human Male,69553,
Elrizahi,,Elf Female,22212,
